"ITL3.Region","change_1998_1999","change_1999_2000","change_2000_2001","change_2001_2002","change_2002_2003","change_2003_2004","change_2004_2005","change_2005_2006","change_2006_2007","change_2007_2008","change_2008_2009","change_2009_2010","change_2010_2011","change_2011_2012","change_2012_2013","change_2013_2014","change_2014_2015","change_2015_2016","change_2016_2017","change_2017_2018","change_2018_2019"
"Fermanagh and Omagh",0.0102362204724409,0.0104321907600596,0.00915492957746479,0.0195417789757412,0.0218790218790219,0.00958083832335329,0.021689497716895,0.0121564482029598,0.00546991546494281,0.0150339476236663,0.0120656370656371,-0.0155155155155155,0.00700350175087544,0.0170316301703163,-0.00919540229885057,0.00802265219443134,-0.00888888888888889,0.003487358326068,0.0066143034311699,-0.00670082774931021,0.00647619047619048
"Flintshire and Wrexham",0.0072855464159812,0.0173370319001387,0.0135459908236836,0.00494304749623899,0.0180634320520899,0.0101391650099404,0.0121626757886735,-0.000914578379367112,0.0147008547008547,0.000668560922614073,0.010853478046374,0.00328785138911721,0.0147905962945664,0.01223549733698,0.00587659157688541,-0.00242816673411574,0.00255961201670484,0.00569653029518384,0.0052790346907994,0.00341380151182638,0.0110800093305342
"Glasgow City",0.00905363853775196,0.0134529147982063,0.0235435918039373,0.00843016632490317,0.0134347087916144,0.0163307852675469,0.0248890603897357,0.00338359254422415,0.00966047115982148,0.0140966783688901,-0.000419199329281073,0.00439851616322205,0.00835894946880224,-0.00155803687353934,-0.0031558586989718,0.0123864574731627,0.0111871607269294,0.0154011796648254,-0.00159904970760234,0.00148588410104012,0.0177327693030808
"Gloucestershire",0.00969030969030969,0.0143628301523038,0.011824480369515,0.0174057552698329,0.0145794707567841,0.0157877865042475,0.00260816201288739,0.0102070788662065,0.00775527789745799,0.0170535291331123,0.00833168022217814,0.0142665773610181,0.000821484992101106,0.00305676855895197,-0.0237807822308064,0.00951757777645589,0.000734131466004066,0.00572699471782041,-0.00342540234884732,0.00360527400082406,0.0103011093502377
"Greater Manchester North East",0.00737571913261543,0.0068800898623982,0.0185792349726776,0.00867964229352972,0.00201030280185953,0.0142093757590479,0.0137257182738164,0.00858416945373467,0.0156749840051184,0.00286064568859828,0.0101153145862836,0.00707474623192864,0.00591300861896172,0.0105913503971756,-0.00131098417454818,0.00452284034373587,0.0115055297895112,0.016432322547857,0.00420931000330142,0.00286191271166229,0.00983657346448765
"Greater Manchester North West",0.00981132075471698,0.006366661843438,0.021699049780173,0.00918422474338196,0.00208604954367666,0.0140932900972811,0.0152095808383234,0.00925714285714286,0.0167810831426392,0.00272251308900524,0.0119785646737417,0.00801096236955834,-0.000206206825445922,-0.00395256916996047,0.0112656739811912,0.00185408361917122,0.0285996942171059,0.0143163309044149,0.0104860186418109,0.00628322861285645,0.00233772305774176
"Greater Manchester South East",0.00919719407638348,0.00622406639004149,0.0187491054816087,0.00857063865081559,0.00119331742243437,0.0139877924720244,0.0162721893491124,0.00907697748438053,0.0163712317940612,0.00183110728134425,0.0126010710910427,0.00407693915952331,-0.0032071177322574,-0.00123545763409863,-0.00182426269382791,0.0110160322612373,0.0118152524167562,0.00911183579512756,0.00968992248062015,0.00945114020636435,0.00989434848230756
"Greater Manchester South West",0.00590876861262113,0.00476622787108488,0.012649873501265,0.00666111573688593,0.00168200257247452,0.0100895803866101,0.0109781337172681,0.00587084148727984,0.0111281348278365,0.00236767738486214,0.00753977229887657,0.00565144340919505,-0.00316265060240964,0.00325540100621486,0.00875088214537756,0.00151186485242884,0.0125340254478698,0.0111810350094703,0.00269170953463333,0.0123392723288935,0.010077059869591
"Gwent Valleys",0.0113768961493582,0.00835253456221198,0.0216735253772291,0.0243638332430969,0.0181912681912682,0.0204736063147509,0.0145539906103286,0.00629072118625028,0.00663101604278075,0.00591465990705534,0.00948966680725432,-0.000216825672159584,0.0102125885785744,0.00176090784582274,0.00748704165866769,0.00275633958103638,-0.00268336314847943,-0.00380754586362063,0.00202156334231806,0.00535801266439357,0.00941212775806203
"Gwynedd",0.0122501611863314,0.00705580500320718,0.0205351586807716,0.0229053646775166,0.0184049079754601,0.0207253886010363,0.0133597229094508,0.00463177396943029,0.00905172413793104,0.00843170320404722,0.0066750104297038,0.000434404865334492,0.0172786177105832,0.0160295930949445,0.0146520146520147,0.0015600624024961,-0.00499231950844854,0.012873911397198,0.014986886474335,0.00215672178289001,0.0106194690265487
"Hackney and Newham",0.0181758096497026,0.010289990645463,0.0179736193651254,0.0124861265260821,0.0252842809364549,0.00950329447541814,0.0237076866674814,0.00664071444927868,0.00428901352688882,0.00194811852763252,0.013415589502546,0.013002600520104,0.00840256797583082,0.0142222222222222,-0.00992824962456199,0.013305954825462,0.00784881505753258,0.0115403913697943,0.00775668503776281,0.0032812198417294,0.00804889857177439
"Haringey and Islington",0.0104823936495013,0.00627534273025681,0.0105429625724829,0.00741371964209629,0.0153947476743229,0.005390625,0.0144188110026619,0.00387972841901067,0.00232542688193476,0.000784550392275196,0.00750880840986542,0.00786108177871641,0.00335927439673031,0.00658139164587867,-0.000310671568373634,0.00723291955820545,0,-0.00344151600958397,-0.00693701023423115,-0.00241791804530415,0.00320616883116883
"Harrow and Hillingdon",0.00748502994011976,0.00740040938434892,0.0084470925409156,0.00779844031193761,0.00890705994013288,0.0103950103950104,0.00878604963112005,0.0104786545924968,-0.00116750645200934,0.00543796047245936,0.00545117142194386,-0.00176533635962424,0.00691271940370281,0.00570901332103108,0.00815202113903413,0.00470890410958904,-0.00204818102018921,0.00512991022657104,0.00630322860029832,0.000415244071237427,0.00708456640660031
"Hartlepool and Stockton-on-Tees",0.010498687664042,0.00800200050012503,0.00825844061209619,0.0108590733590734,0.00845714285714286,0.013053712818318,0.0136903563519227,0.00975419430355053,0.011611030478955,0.00654833706703429,0.00915719857554689,0.00613598673300166,0.00918183308739138,-0.00129533678756477,-0.006957928802589,0.00282485875706215,0.0013833384568091,0.00815256951521328,-0.000141242937853107,0.00714796283059328,0.00925925925925926
"Heart of Essex",0.00842020850040096,0.00595120015869867,0.01106111736033,0.00873973081629086,0.0154106689246401,0.0125756870051234,0.00850934508433369,0.0137728937728938,0.0057713963963964,0.0112419700214133,0.0141427618412275,-0.00256514108275955,-0.00223009313918405,0.00719979429159167,-0.0102104345660565,-0.00231031128404669,-0.000993267851230548,0.0108165429480382,0.00418979784225411,0.00167934406796404,0.00873362445414847
"Herefordshire, County of",0.00417536534446764,0.0075098814229249,0.0109227871939736,0.00409683426443203,0.0099009900990099,0.0154162384378212,0.0117281821317696,0.00638655462184874,0.00256986829424992,0.00723725613593455,0.00959232613908873,0.001875,0.00794378246257256,0.00805291918320391,0.00221668052091992,-0.00186616902159424,-0.0114885114885115,-0.00293542074363992,0.00287907869481766,0.011528706479133,0.00625
"Hertfordshire",0.00725069527214938,0.00801902186582125,0.00863902179691653,0.0045119822925978,0.00765734408910364,0.00981377018777529,0.00871855754247978,0.00704714295632854,0.00527376553577427,0.00884700451966535,0.00688024080842829,6.41005095990513e-05,-0.00150834403080873,0.00294322425469966,0.00343170899107756,0.00326816457543041,0.00825391653769922,0.000466611364579013,0.00298000197024924,0.00337674867342016,0.00821143318675402
"Hounslow and Richmond upon Thames",0.00627389471620429,0.00658556663312906,0.00697753573859769,0.00625359993417263,0.00753930060956047,0.00823428882156452,0.00718445133479543,0.00816443457709661,-0.000452313259240114,0.00474161214813036,0.00370391805081313,0,0.00308247062928929,0.00775978407557355,-0.00344349077452845,0.00246702723218522,-0.00176491351923756,0.00502533606934964,0.00555489894811488,0.00618659698739625,0.00663642158149301
"Inverclyde, East Renfrewshire and Renfrewshire",0.007056681083542,0.0111161524500907,0.0181975736568458,0.00689079139695135,0.0101492537313433,0.0130543290458821,0.0188610808850199,0.00368679775280899,0.00750625521267723,0.0119207521826729,-0.000795544948289578,0.00213710340292619,0.00490516677567037,0.00972396486825596,0.000464540105295757,0.00732108172717765,0.00807462063204789,0.00608190295985944,0.000270709258256632,0.00829928498467824,0.00213219616204691
"Inverness and Nairn and Moray, Badenoch and Strathspey",0.015552099533437,0.00299177262528048,0.0269090909090909,0.00456300456300456,0.0310686241037897,0.0148124803025528,0.0176522506619594,0.00885200553250346,0.00364298724954463,0.00942928039702233,0.00647548566142461,0.00350221807144525,0.00638766519823789,-0.0114559466777755,0.0066156708703742,0.0081537565521258,0.00473484848484848,0.00643382352941176,0.0148820326678766,0.0101471334348047,0.00545454545454545
"Isle of Anglesey",0.00890207715133531,0.00441176470588235,0.0128755364806867,0.0124137931034483,0.0104712041884817,0.0108433734939759,0.00770925110132159,0.00320855614973262,0.00506072874493927,0.00393313667649951,0.00595829195630586,0.00105263157894737,0.00734522560335782,0.00700700700700701,-0.00673724735322425,-0.00770712909441233,-0.00474833808167141,0.0199818346957312,0.00852514919011083,0.0148883374689826,0.00918836140888208
"Isle of Wight",-0.0062111801242236,0.0106100795755968,0.0082382762991128,0.016,0.0126436781609195,0.0208562019758507,0.0124416796267496,0.0134932533733133,0.0113314447592068,0.00969976905311778,0.0279131590607,0.0173754000914495,0.00830056793359546,-0.0204849498327759,0.0306451612903226,0.0271084337349398,0.0205479452054795,-0.017794836008374,0.0139567341242149,0.0173854898027416,0.00720602685882738
"Kensington & Chelsea and Hammersmith & Fulham",0.0119018100669477,0.00746697300402068,0.0135019288469781,0.0112164780258999,0.0200728131457247,0.00931940129906806,0.0152719478431723,0.00856440261171882,0.00353618421052632,0.000224534091759599,0.0108024691358025,0.00759139150943396,0.0129916482261403,0.0128265712549787,-0.00235890782567671,0.00403269754768392,0.00958979766029021,0.00120325359772826,0.0080311628354333,0.00801445381265635,0.00453404939032443
"Kent Thames Gateway",-0.000799360511590727,0.00481974166184693,0.00948047023132347,0.00983248361252731,0.0108117384588982,0.00940032414910859,0.00440459336164858,0.0134803921568627,0.00948081264108352,0.0121898127993034,0.00398132894014278,0.0101173020527859,0.00376306620209059,-0.00861604738826064,0.00211864406779661,0.00868898543317148,0.00107578293091083,0.00530953456845911,-0.00115534082554354,0.00274783343901923,0.00900071596604275
"Kingston upon Hull, City of",0,0.0122716894977169,0.0412035782054757,0.016580310880829,0.0190683079893797,0.0148414661569597,0.0116432337434095,0.00315590153587208,0.0154846109730453,0.00917599559552211,0.00371308016877637,0,0.0152804306303178,0.00803427959292983,-0.00630472854640981,0.00535590877677954,0.00291745323494079,-0.00621727748691099,0.00735179102142969,0.0104245354283124,0.0087514585764294
"Lambeth",0.0192307692307692,0.0109051254089422,0.0191954598564513,0.0166405023547881,0.0304700658398408,0.0107448816611006,0.0204646017699115,0.0100803879035345,0.00430557264116127,-0.00600043639537421,0.012796697626419,0.0147907269484947,0.00281307595305073,0.0197198673055658,-0.0079684841973319,0.0111592732638569,0.00574523965856861,0.00922583233052547,0.00926483880686954,0.0109409190371991,0.00848884010245152
"Lancaster and Wyre",0.00542103361040838,0.00874737578726382,0.011963406052076,0.0130763936682725,0.0176112712135767,0.0220417633410673,0.010989010989011,0.0117218025527481,0.010853478046374,-0.00381224684298308,0.00164088138771683,0.0167981674726393,0.00199950012496876,0.00803115113166221,0.00648148148148148,0.00395083406496927,0,0.0122950819672131,-0.00388198757763975,0.00270793036750484,0.0115931189229619
"Leeds",0.0115286719568798,0.00134010438707857,0.0164865234642222,0.010172402404386,0.0157990810096305,0.0166985562706558,0.0111862926988977,0.0045845856044012,0.00299300024137099,0.00520526863712488,0.0116161616161616,0.00546195149046473,0.0004535764503107,0.00829582561115524,0.00504664970313825,0.00788637020521078,0.00192323102812725,0.00145822940250969,0.00264930739535236,0.00981220829811473,0.010146834741654
"Leicester",0.0191846522781775,0.00185916802231002,0.0190602836879433,0.0101930166991976,0.0202147820593809,0.0272511848341232,0.0183401259725824,0.0178761061946903,0.00544824170381377,0.0281734230709031,0.0141165755919854,0.0180262755881454,0.00478053020425902,0.00848056537102473,0.00681013347861618,0.0236421725239617,0.00204425204425204,0.0135569852941176,-0.00383015977237908,-0.00109637101195044,0.0156430446194226
"Leicestershire CC and Rutland",0.0117234468937876,0.00185383939896575,0.00702273147292552,0.00653419262441819,0.00728176132956395,0.0143925383935033,0.00911877394636015,0.00883912787271656,0.00405805076002476,0.0127405266960005,0.00410094637223975,0.0100122731089723,-0.00488106271238801,0.000435974090682611,-0.00730189130955231,0.00561337855221612,0.00632450887110315,0.00430640038757603,0.00224965993512609,0.00572202981478693,0.0060235111240649
"Lewisham and Southwark",0.0157158234660926,0.00919749343036184,0.0154838709677419,0.0111160123511248,0.0217988328184003,0.00822743564679049,0.0199721319089642,0.00615560804523656,0.00342207925535555,0.000998751560549313,0.0114915010773282,0.00896155010596427,0.0166296486132468,0.0118229166666667,-0.00162393582992963,0.00747305389221557,0.00576977202364199,0.00840224649537876,0.00628316705582679,-0.00353632961881656,0.00545834623722515
"Lincolnshire",0.00473260766682442,0.0115620302925194,0.0185430463576159,0.0112336390806967,0.0105170902716915,0.00468922397940419,0.0115682433062786,0.0204814947897952,0.0113683858563905,0.015865422945069,0.00662907650106675,0.00516634050880626,-0.00105612552806276,-0.0019057392069193,0.0060915143788072,0.00354918636576709,0.00643128175445366,-0.00442226293511909,0.00952082680864391,0.00482551638910139,0.00363202996424721
"Lisburn and Castlereagh",0.0066626287098728,0.0137064534551685,0.0144076840981857,0.0186963112683173,0.025440313111546,0.0100963744837081,0.0209915140687807,0.0143278550358196,0.00790513833992095,0.013348588863463,0.0179320869896986,-0.0151515151515152,0.0149139579349904,0.0140117994100295,-0.00916784203102962,0.00305914343983685,0.0075707702435813,0.0217665615141956,0.0078907435508346,0.000589796520200531,0.00926966292134832
"Liverpool",0.0198850396147274,0.00722820474996312,0.0157679853582993,0.0389420520999468,0.0237916353618833,0.0120712996389892,0.015748031496063,0.0178768705433363,0.00894586369086046,0.0169104204753199,0.0138200782268579,8.34515563715263e-05,-0.00918333879960643,0.00712319896389833,-0.00368007850834151,0.00159757169102963,0.00585150847328824,0.0131137769167722,0.0106691827551169,0.0130249110320285,0.0179164360819037
"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",0.0223592906707787,0.0100574712643678,0.032616238723109,-0.00194678780012979,0.0380228136882129,0.0189437428243398,0.0176187933796049,0.00790513833992095,0.0084985835694051,0.0107376283846872,0.006765899864682,0.00137362637362637,0.00597426470588235,-0.0210196779964222,-0.00218150087260035,0.00600600600600601,0.00335429769392034,0.00699876492383697,0.00918163672654691,0.00889547813194959,0.0044362292051756
"Luton",0.00886524822695036,0.00938833570412518,0.0103338632750397,0.006379178361827,0.0105677070533301,0.0126760563380282,0.0113741875580316,0.00935412026726058,0.00634383590611123,0.0110775427995972,0.00947958986264268,0.000409332787556283,0.00440264158495097,0.000395726157499011,0.0119904076738609,0.00383281620733711,-0.00434637245068539,0.0020703933747412,0.00758044554455446,0.00514630201440965,0.00675870002876043
"Manchester",0.00881197579360866,0.00852445707326974,0.0218460932887227,0.010819732257473,0.00302088727774901,0.0172807303553962,0.0172047900560861,0.00948433328649712,0.0172334709389948,0.00343726982568132,0.0107722101186153,0.00967129464815474,-0.00591580035609672,0.013045688145931,-0.00465439760325273,0.0108474576271186,0.0104785190359762,0.00401012078101876,0.0174546763237213,0.00830944368274544,0.0138074145017758
"Medway",0.000345184673800483,0.0106951871657754,0.0194206714944042,0.0170777988614801,0.0211372432271509,0.0154277699859748,0.00693333333333333,0.0239114019632519,0.0119645848289064,0.0186635944700461,0.00219106047326906,0.0180627681192143,0.00663669449796617,-0.00330578512396694,-0.00427932308889321,-0.00599475458973398,0.00456370938298649,0.0132508833922261,0.00421585160202361,0.0124273724983861,0.00712515489467162
"Merton, Kingston upon Thames and Sutton",0.00907983612003101,0.0097652191980054,0.00830367734282325,0.0101224332401427,0.0118387672648689,0.0155858115370835,0.0105770057614584,0.016082711085583,-0.00194658568870202,0.00697145373156234,0.00757355083017769,-0.00734834271419637,0.00988593155893536,0.010402734433051,-0.000281254394599916,0.00747384155455904,0.000832,0.00515820595080833,0.00118126513495954,-0.000468685921846623,0.00766728624535316
"Mid and East Antrim",0.00411334552102377,0.00479094076655052,0.00321414222579349,0.00787075393537697,0.00833995234312947,0.00384172109104879,0.00945798472171699,0.00540735400144196,0.0020442930153322,0.0087248322147651,0.00614687803299903,-0.00663850331925166,0.00584615384615385,0.008309364014062,-0.000862316757688991,0.00292825768667643,-0.000297707651086633,0.0067842605156038,0.00520984081041968,0.00530255770430443,0.0039313795568263
"Mid Kent",-0.00432020330368488,0.00711481844946025,0.0130703422053232,0.0141908903639277,0.0175169695642654,0.0143929912390488,0.0119308013521575,0.0182159624413146,0.0167438546490916,0.0169836956521739,0.006957928802589,0.0155879362927821,0.00740740740740741,-0.0211475664748873,-0.0016988416988417,0.00356718192627824,0.00674062631652858,0.00925056978147205,-0.00323289796974007,0.00803616273229533,0.0177245508982036
"Mid Lancashire",0.00939029228937971,0.00691128424227193,0.0130497825036249,0.00500815280689495,0.0177896375361352,0.0204918032786885,0.0106936416184971,0.00822276210054195,0.00918357975939021,0.00174489617867737,-8.73057447180024e-05,0.0136091954022988,0.0029681597409606,0.00869488845951168,-0.0183423330761978,-0.00127258844489692,0.00279283719402004,0.0107793718495541,-0.000953708458660406,0.00514828511347981,0.0105963168664133
"Mid Ulster",0.00730337078651685,0.00683131897004729,0.00387409200968523,0.0126641651031895,0.014148790506618,0.00709812108559499,0.0125506072874494,0.0076103500761035,0.00177367860943597,0.00816604287172508,0.00490883590462833,-0.00952380952380952,0.00288912964969303,0.00526131182041389,-0.00581196581196581,-0.00287631831255992,-0.00730371272063299,0.00293169158604515,0.00508762012436405,0.00136911281489595,0.0031055900621118
"Milton Keynes",0.00232641374373658,0.00996392372444597,0.0119239445697712,0.00927897779129906,0.00638569604086846,0.00511140235910878,0.00673000791765637,0.00527704485488127,0.00981783770995978,0.0107223476297968,0.00538165842943438,0.0135211267605634,0.00171287870677658,0.000616079679638567,0.00741179958493922,0.00698401029222569,0.0156636438582028,0.00134248210023866,0.00626772123563647,0.00762611068355139,0.00969906330963928
"Monmouthshire and Newport",0.00900377577693872,0.0278318953520735,0.0193514644351464,0.00587634133878385,0.0277709510936348,0.0146486610208286,0.0165002171081198,-0.000209511837418814,0.0193982581155978,-0.000191168036704263,0.0150390625,-0.000797607178464606,0.00520231213872832,0.00537037037037037,0.00521395181589356,-0.00126217093400649,0.0122102282781809,0.0103812117086453,0.00225442834138486,0.00594772264830177,0.0124728063814358
"Na h-Eileanan Siar",0.0261437908496732,0.00914634146341463,0.0388059701492537,0.00276243093922652,0.046070460704607,0.0222222222222222,0.0205949656750572,0.0107296137339056,0.00826446280991736,0.0140845070422535,0.00763358778625954,0.0115163147792706,0.0128440366972477,-0.0280701754385965,0,0.0053475935828877,0.00687285223367698,0.0105263157894737,0.034965034965035,-0.00676818950930626,0.014827018121911
"Newry, Mourne and Down",0.0102498398462524,0.00900900900900901,0.00674536256323777,0.0160427807486631,0.014336917562724,0.00865800865800866,0.0161290322580645,0.010827197921178,0.00604107933950866,0.0101325019485581,0.0099009900990099,-0.0102726195179771,0.00858704137392662,0.00888230940044412,-0.00388280974232263,-0.00201816347124117,-0.00442757748260595,0.00459136822773186,0.0089959373186303,0.00729517396184063,0.0120481927710843
"North and North East Lincolnshire",-0.00109529025191676,0.0102040816326531,0.0290758047767394,0.0126126126126126,0.0153787004998078,0.0120946538124452,0.00826167593997639,0.00403616402970617,0.0140157480314961,0.00883545770567787,0.000415973377703827,0.00206185567010309,0.00755847119224187,-0.00540067143482703,-0.0014585764294049,0.0130992196209588,0.00147512404452193,-0.00343980343980344,0.00132514154921094,0.00739542408134967,0.00707843361114282
"North and West Norfolk",0.0174005681818182,0.0109701748371615,0.0123818833496253,0.0050298648223829,0.0149075730471079,0.0155807365439093,0.0183741648106904,0.0170077066170609,0.00858585858585859,0,0.00568720379146919,0.00598802395209581,-0.000233045910044279,0.00919282511210762,-0.00170940170940171,-0.00206568890725057,0.000199760287654814,0.0130563798219585,-0.000381024957134692,0.00598019061857597,0.00796148861321977
"North Hampshire",-0.00203031943692474,0.00487034355666711,0.00183531139116603,0.00688468158347676,0.0030078418734558,0.00889121338912134,0.00407595188388508,0.00492797573919636,0.00551622690079985,0.0035430349118562,0.00912362936302001,0.00379202831381141,-0.00152439024390244,-0.00498015718621119,0,0.00353076812220781,0.00309041253413828,-0.0006318449873631,0.00415276737694874,0.00250825082508251,0.00429428481212504
"North Lanarkshire",0.00703883495145631,0.0111851499286054,0.0204503676470588,0.00740095777100566,0.0110508757297748,0.0146563675975441,0.0232558139534884,0.00319715808170515,0.00874831763122476,0.0120621282220753,-0.000313234142521535,0.00546448087431694,0.00157554750275721,0.00305296901236452,0.00250885478158205,0.0202750602580462,0.00722983257229833,0.0200451014783262,0.022022143813116,0.00583390528483185,0.0139462233627134
"North Northamptonshire",0.00957290132547865,0.000238379022646007,0.00888180368936461,0.00469903781606623,0.00923685946778095,0.01279141737157,0.00897487036298365,0.0085057026870288,0.00255941499085923,0.0138720305184671,0.00671028350947828,0.0116542007305618,0.00115018074268814,0.0059026069847516,0.00627746390458255,0.00193222354340071,0,0.0105682130112545,0.00704225352112676,0.00116234017822549,0.00109236557834689
"North Nottinghamshire",0.00498624484181568,0.0086035737921906,0.0147703294919656,0.0123907863383638,0.0145631067961165,0.0124323533713617,0.0128401953942777,0.00533546752034147,0.0176957352005092,0.00970754485131482,0.00638631160380769,0.0157790927021696,-0.00237925291458482,0.00355219433940644,-0.00889877641824249,0.00262438490978677,-0.000741839762611276,0.00754210145676206,0.0010944184658243,0.0106217111674138,0.0111538101040397
"North Yorkshire CC",0.000119875329657157,0.00864485981308411,0.018450184501845,0.00341916871460626,0.00900989129370287,0.0177810705686238,0.00912670007158196,0.013917704011065,0.00777859657741751,0.00715396578538103,0.0092045716038966,-0.000314985431923774,-0.00163347853142502,0.00564342466770624,0.0024221961244862,-0.00176404177250917,-0.000547832637129357,0.00690441077892479,0.0138417173982698,0.00331845058525401,0.00555058191584602
"Northumberland",0.000572737686139748,0.00906002265005663,0.0130664442591048,0.0156502968159741,0.0187781672508763,0.0219594594594595,0.00928442028985507,0.0118343195266272,-0.00103799045048786,0.00831980519480519,0.00668633235004916,0.0070635721493441,-0.00740019474196689,0.00114003420102603,0.000556689552792726,-0.00654450261780105,0.000361925443358668,0.00849707912904939,-0.000171438367906738,-0.00650216738912971,0.00835791543756145
"Norwich and East Norfolk",0.0214160839160839,0.0132380752258878,0.0154028436018957,0.00660128253489249,0.0166965888689408,0.0178177498727304,0.0214042484190044,0.0196260237984856,0.00932203389830509,0.000411748558880044,0.00674068199841396,0.00742380828340714,0.00203743792181332,0.00885066068312142,0.00404376784015224,0,0.00668346663744933,0.00898852068442712,0.00925039872408293,0.00397574793758076,0.0170043783728745
"Nottingham",0.00721054800164812,0.0138039834352199,0.0270585945104146,0.0200294009555311,0.0220639332870049,0.0193370165745856,0.0199434439648757,0.00802026171380329,0.0258517831101684,0.014544074870368,0.00834970530451866,0.0221145483911045,-0.00488153351589475,0.00352994762013209,-0.00217084554433952,0.0120240480961924,0.00388833499501496,0.0101701545081166,0.00548618993567915,0.00850755724499955,0.014578302477417
"Orkney Islands",0.0255591054313099,0.027027027027027,0.0342857142857143,-0.00539083557951483,0.0424403183023873,0.0532687651331719,0.0487804878048781,0.00404858299595142,0.0391389432485323,0.0093984962406015,0.0320284697508897,0.0104529616724739,0.0253378378378378,0.00478468899521531,-0.0302066772655008,-0.00836120401337793,0.0717781402936378,-0.00949367088607595,-0.056,-0.0384615384615385,-0.00809061488673139
"Oxfordshire",0.004422144740199,0.016220600162206,0.0198050440971685,0.0152349347612942,0.0112104441606357,0.00944478175807866,0.0111022470416168,0.00935709739019733,0.0177311491502546,0.0188946622579121,0.00935888814167227,0.0127381225613955,-0.00230528569076239,0.00100523781810486,0.00161453077699294,0.00732953997492526,0.00639298598109503,0.00214836899333567,0.00768491834774256,0.00944936002061678,0.0144730890999548
"Perth and Kinross and Stirling",0.00632744529396256,0.0167153091005572,0.014088181581007,0.00976953907815631,0.0174404902191845,0.00923076923076923,0.0191906549853984,0.0139544025157233,0.00959102424900471,0.00548696844993141,0.00360144057623049,-0.00236047883999326,-0.00256893303647885,0.00166002656042497,0.00973312401883831,0.00499265785609398,-0.00127986348122867,-0.00055363321799308,0.00553556601162469,0.00465921192758253,0.0104802334836827
"Peterborough",0.0154686078252957,0.00970017636684303,0.0114810562571757,0.00518417462482947,0.0126382306477093,0.0137054572638923,0.0159325210871603,0.0142159983025674,0.00651015979483133,0.000559597090095132,0.0049121481201587,0.00750659362953946,0.00331384015594542,0.00149672591206735,0.00232808022922636,0.00241860465116279,-0.00137504297009282,0.018809318377912,0.0154863687691563,0.00677710843373494,0.000659195781147001
"Plymouth",0.0107130900569133,0.0108005082592122,0.0122295390404516,0.0143497757847534,0.016,0.0392789884315308,0.0160414610069102,0.019702066314272,0.00652125028108837,0.00551876379690949,0.00847457627118644,0.021143473570658,0.00782375952233889,0.00972608177848353,0.0172645309802417,0.00203741433598815,0.00679542203147353,0.0117112392938298,0.00389105058365759,-0.00326957658983162,0.0118689666086406
"Portsmouth",-0.010221465076661,0.004614370468029,0.00125352554058289,0.0125448028673835,0.0134228187919463,0.0227272727272727,0.0152385710716962,0.0120681495504023,0.0167990919409762,0.011518771331058,0.0248371335504886,0.00594384095101455,-0.00650759219088937,-0.00115429011158138,-0.00360815442900956,0.0159142016952084,-0.0116978609625668,0.00217500418270035,0.0154199475065617,0.00339035290491601,0.0129479072568503
"Powys",0.012448132780083,0.0260695187165775,0.0258186397984887,0.00850030358227079,0.0255368543238537,0.0145161290322581,0.0195473251028807,-0.00202429149797571,0.0247813411078717,0.00188146754468485,0.0168674698795181,0.000974658869395711,0.00946073793755913,0.011384335154827,-0.00619743249225321,-0.00555081127241674,0.0190950601909506,0.0131317150815758,-0.00503875968992248,0.00546234880998829,0.00455062571103527
"Redbridge and Waltham Forest",0.0113507377979569,0.00963597430406852,0.00890106128038343,0.0118909991742362,0.0153894472361809,0.0190884877182598,0.0123961121284688,0.018123238018526,-0.00314544539506794,0.0034713909504429,0.00492137798583603,0.00181629475869227,0.012590376464722,0.0246364619637063,-0.00277438686050383,0.0032123353678124,-0.00234263597474027,0.00420650095602294,0.0108441619145555,0.0031496062992126,0.0114233907524932
"Sandwell",0.00597800095648015,0.00258884443398447,0.0112018669778296,0.00779816513761468,0.0149647887323944,0.0132547864506627,0.0139258652467745,0.0049563838223632,0.00585347432024169,0.00785340314136126,0.00534660766961652,0.00866126906420636,-0.00496963003865268,0.000549551199853453,0.00580025376110205,0.017531556802244,0.0146287168071235,0.00471698113207547,0.00100908173562059,0.0115679442508711,0.00275735294117647
"Scottish Borders",0.00485773768216516,0.0103806228373702,0.0234113712374582,0.00962772785622593,0.0104422604422604,0.0159952606635071,0.0241240666283745,0.00821467688937568,0.0040920716112532,0.0100603621730382,0.000483792936623125,0.00297914597815293,0.00583941605839416,-0.00887021475256769,0.0027359781121751,0.0125868055555556,0.0109356014580802,0.00633663366336634,0,0.00882917466410749,-0.00109609061015711
"Sefton",0.0212601468882876,0.00433526011560694,0.0147523709167545,0.0398274145370063,0.0192367359602854,0.0120058565153734,0.0198768197088466,0.0193936083037421,0.0102695763799743,0.0184856925804001,0.0162042720353548,0.00268489138393947,-0.02000470698988,-0.0106888361045131,0.0117901828681424,-0.00212765957446809,0.00956937799043062,0.00596685082872928,0.0121431614827439,-0.00289256198347107,0.0132770066385033
"Sheffield",0.00374947923899458,0.0144290229490175,0.0302392847751775,0.0223798459092577,0.0160867084997148,0.0186328790459966,0.0072463768115942,0.0269071270132125,0.0184947811756089,0.00137350845566143,0.019865231469327,0.00087627059235892,0.0129759262421035,0.00983364746373843,-0.00128814105144513,0.00746210649047804,0.00543560320096633,0.0131308685446009,0.00377194255041346,0.000924806146403927,0.0131255702955008
